Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
UC Irvine,Young Alex,290,0.499,44.1%,25.9%,50.7%,26.3%,34.5%,45.0%,22.2%,39.7%,26.1%,90.0%,38.3%,77.5%,
UC Irvine,Davis II Will,281,0.558,55.2%,56.6%,67.9%,78.7%,43.1%,38.8%,66.0%,0.4%,0.0%,---,23.1%,58.5%,
UC Irvine,Folker Adam,229,0.556,57.2%,63.3%,69.0%,82.0%,36.7%,36.9%,45.2%,0.0%,---,---,36.7%,44.0%,
UC Irvine,Flowers Derick,111,0.403,33.8%,27.9%,45.2%,21.4%,24.3%,25.9%,14.3%,47.7%,20.8%,90.9%,34.2%,76.3%,
UC Irvine,Clifford Conor,68,0.519,48.5%,52.9%,61.1%,77.3%,45.6%,35.5%,63.6%,1.5%,0.0%,---,27.9%,73.7%,
UC Irvine,Souza Travis,67,0.695,67.2%,7.5%,40.0%,50.0%,7.5%,20.0%,0.0%,85.1%,49.1%,92.9%,31.3%,81.0%,
UC Irvine,Best Mike,49,0.415,38.8%,42.9%,52.4%,63.6%,38.8%,26.3%,100.0%,18.4%,22.2%,100.0%,22.4%,63.6%,
UC Irvine,Wright Aaron,39,0.442,38.5%,46.2%,38.9%,28.6%,25.6%,50.0%,0.0%,28.2%,18.2%,100.0%,64.1%,60.0%,
UC Irvine,Ryan John,34,0.570,52.9%,79.4%,63.0%,88.2%,20.6%,14.3%,100.0%,0.0%,---,---,88.2%,63.3%,
UC Irvine,McConnell Reed,6,0.576,50.0%,16.7%,0.0%,---,16.7%,0.0%,---,66.7%,50.0%,100.0%,33.3%,100.0%,
UC Irvine,SMITHANDREW,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
UC Irvine,SIMMSJAIRUS,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
UC Irvine,Total,2151,0.518,49.1%,32.6%,61.0%,58.9%,32.7%,36.3%,42.4%,34.7%,33.4%,88.4%,31.1%,66.5%,
Furman,Reddick Colin,299,0.546,50.2%,33.4%,67.0%,55.2%,66.2%,41.9%,47.0%,0.3%,0.0%,---,41.8%,72.8%,
Furman,Austin Bobby,214,0.478,43.5%,13.6%,48.3%,14.3%,38.3%,26.8%,18.2%,48.1%,36.9%,86.8%,22.0%,85.1%,
Furman,Wideman Larry,214,0.506,47.2%,16.4%,51.4%,22.2%,28.5%,32.8%,25.0%,55.1%,35.6%,90.5%,27.6%,72.9%,
Furman,Croone Stephen,200,0.502,42.8%,47.5%,51.6%,8.2%,32.5%,40.0%,3.8%,20.0%,17.5%,14.3%,69.5%,69.1%,
Furman,Ferrara Kendrec,185,0.511,49.7%,35.7%,62.1%,63.4%,36.8%,35.3%,54.2%,27.6%,35.3%,94.4%,26.5%,59.2%,
Furman,Irwin Bryant,183,0.442,42.1%,18.6%,55.9%,63.2%,25.1%,28.3%,61.5%,56.3%,29.1%,90.0%,30.1%,56.4%,
Furman,Reddick Charlie,170,0.560,52.4%,18.2%,61.3%,15.8%,27.1%,41.3%,36.8%,54.7%,36.6%,97.1%,30.6%,76.9%,
Furman,Brown David,45,0.495,48.9%,20.0%,55.6%,0.0%,13.3%,33.3%,0.0%,66.7%,33.3%,100.0%,6.7%,66.7%,
Furman,Belfield Keith,40,0.515,48.8%,25.0%,50.0%,0.0%,25.0%,10.0%,100.0%,50.0%,45.0%,100.0%,40.0%,62.5%,
Furman,Chuisseu Kevin,20,0.385,35.0%,30.0%,33.3%,50.0%,70.0%,35.7%,60.0%,0.0%,---,---,90.0%,44.4%,
Furman,O'Neill Aaron,6,0.250,25.0%,0.0%,---,---,16.7%,0.0%,---,83.3%,20.0%,100.0%,0.0%,---,
Furman,Loyd Jordan,4,0.314,25.0%,25.0%,0.0%,---,50.0%,50.0%,100.0%,25.0%,0.0%,---,125.0%,40.0%,
Furman,ARMSTRONGDERRELL,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Furman,Total,1580,0.505,46.7%,26.3%,57.5%,37.2%,37.9%,36.1%,38.0%,35.8%,33.5%,89.4%,35.9%,69.0%,
Southeast Mo. St.,Stone Tyler,417,0.543,50.5%,35.0%,76.0%,71.2%,54.0%,36.9%,39.8%,11.0%,23.9%,81.8%,27.6%,79.1%,
Southeast Mo. St.,Wilford Corey,343,0.591,57.4%,22.7%,56.4%,65.9%,21.0%,41.7%,30.0%,56.3%,42.5%,82.9%,20.7%,71.8%,
Southeast Mo. St.,Johnson Nino,251,0.566,56.8%,56.6%,70.4%,63.0%,41.0%,39.8%,53.7%,2.4%,16.7%,0.0%,60.6%,53.3%,
Southeast Mo. St.,Smith Marland,250,0.589,57.0%,24.8%,53.2%,36.4%,16.4%,36.6%,53.3%,58.8%,42.9%,95.2%,28.4%,69.0%,
Southeast Mo. St.,Jones A.J.,229,0.540,52.4%,33.2%,64.5%,24.5%,36.2%,31.3%,11.5%,30.6%,42.9%,83.3%,31.4%,61.1%,
Southeast Mo. St.,Niemczyk Nick,202,0.534,50.0%,8.4%,58.8%,40.0%,28.7%,37.9%,18.2%,62.9%,36.2%,89.1%,17.8%,88.9%,
Southeast Mo. St.,Nutt Lucas,115,0.611,52.6%,38.3%,54.5%,8.3%,19.1%,36.4%,0.0%,42.6%,38.8%,100.0%,65.2%,84.0%,
Southeast Mo. St.,White Jared,35,0.627,54.3%,45.7%,43.8%,28.6%,40.0%,42.9%,16.7%,14.3%,80.0%,100.0%,62.9%,86.4%,
Southeast Mo. St.,Ferguson Colin,13,0.462,46.2%,38.5%,60.0%,100.0%,61.5%,37.5%,66.7%,0.0%,---,---,0.0%,---,
Southeast Mo. St.,Tolbert Jacob,12,0.417,41.7%,58.3%,71.4%,40.0%,33.3%,0.0%,---,8.3%,0.0%,---,0.0%,---,
Southeast Mo. St.,Porter Michael,6,0.500,50.0%,66.7%,75.0%,66.7%,33.3%,0.0%,---,0.0%,---,---,0.0%,---,
Southeast Mo. St.,Floyd Matt,3,0.333,33.3%,33.3%,100.0%,0.0%,66.7%,0.0%,---,0.0%,---,---,0.0%,---,
Southeast Mo. St.,STEINHOFFPRESTON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Southeast Mo. St.,THOKMADING,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Southeast Mo. St.,Total,1876,0.564,53.7%,31.9%,65.2%,53.8%,33.8%,36.9%,35.0%,34.3%,39.8%,88.3%,32.7%,70.0%,
UAB,Rucker Rod,425,0.495,48.0%,48.2%,61.0%,53.6%,50.1%,37.1%,64.6%,1.6%,0.0%,---,29.4%,57.6%,
UAB,Swing Jordan,347,0.588,55.5%,23.1%,66.2%,50.9%,28.0%,49.5%,29.2%,49.0%,35.9%,82.0%,28.5%,78.8%,
UAB,Alihodzic Fahro,270,0.519,47.4%,53.7%,59.3%,80.2%,45.6%,34.1%,88.1%,0.7%,0.0%,---,29.6%,80.0%,
UAB,Jones Terence,264,0.458,41.9%,26.9%,49.3%,20.0%,19.3%,33.3%,23.5%,53.8%,27.5%,76.9%,28.0%,71.6%,
UAB,Williams Robert,231,0.536,50.6%,44.6%,52.4%,33.3%,17.7%,36.6%,46.7%,37.7%,36.8%,100.0%,27.7%,71.9%,
UAB,Purifoy Preston,194,0.550,47.4%,32.5%,49.2%,64.5%,18.6%,27.8%,30.0%,49.0%,35.8%,79.4%,41.2%,88.8%,
UAB,Taylor Quincy,120,0.515,50.8%,16.7%,55.0%,18.2%,13.3%,12.5%,50.0%,70.0%,38.1%,81.2%,14.2%,58.8%,
UAB,Jones Isiah,67,0.424,39.6%,17.9%,50.0%,33.3%,10.4%,14.3%,0.0%,71.6%,27.1%,100.0%,26.9%,61.1%,
UAB,Tyler Jekore,50,0.530,52.0%,34.0%,70.6%,66.7%,30.0%,33.3%,40.0%,36.0%,33.3%,83.3%,20.0%,60.0%,
UAB,Scotland-Williamson Alexander,8,0.684,62.5%,62.5%,100.0%,80.0%,37.5%,0.0%,---,0.0%,---,---,212.5%,70.6%,
UAB,Moton Karl,4,0.909,100.0%,25.0%,0.0%,---,25.0%,100.0%,0.0%,50.0%,100.0%,100.0%,50.0%,50.0%,
UAB,Total,1980,0.522,48.8%,36.5%,57.9%,53.6%,30.5%,36.5%,54.1%,33.1%,33.4%,84.5%,29.6%,72.4%,
Tulane,Davis Josh,421,0.556,49.3%,62.7%,57.2%,40.4%,36.8%,35.5%,27.3%,0.5%,50.0%,0.0%,67.0%,71.6%,
Tulane,Tarrant Ricky,418,0.531,45.6%,24.4%,53.9%,21.8%,23.2%,29.9%,13.8%,52.4%,32.4%,77.5%,49.3%,81.1%,
Tulane,Callahan Jordan,331,0.523,50.9%,13.3%,47.7%,28.6%,21.5%,36.6%,46.2%,65.3%,37.5%,93.8%,15.7%,67.3%,
Tulane,Timmons Kendall,219,0.501,41.8%,47.9%,51.4%,29.6%,38.4%,28.6%,12.5%,13.7%,30.0%,100.0%,79.5%,68.4%,
Tulane,Drye Tre,117,0.555,51.3%,74.4%,62.1%,66.7%,25.6%,20.0%,16.7%,0.0%,---,---,48.7%,70.2%,
Tulane,Cherry Ben,111,0.624,61.3%,5.4%,66.7%,0.0%,33.3%,35.1%,30.8%,61.3%,50.0%,97.1%,14.4%,75.0%,
Tulane,Dabney Louis,70,0.427,31.4%,24.3%,23.5%,75.0%,45.7%,37.5%,25.0%,30.0%,19.0%,75.0%,50.0%,85.7%,
Tulane,Mack Kajon,66,0.526,49.2%,40.9%,55.6%,53.3%,16.7%,36.4%,75.0%,42.4%,32.1%,100.0%,22.7%,80.0%,
Tulane,Hook Jay,60,0.414,40.8%,5.0%,66.7%,50.0%,5.0%,0.0%,---,90.0%,27.8%,86.7%,10.0%,50.0%,
Tulane,Bruha Tomas,29,0.469,44.8%,72.4%,57.1%,58.3%,27.6%,12.5%,0.0%,0.0%,---,---,44.8%,53.8%,
Tulane,Nwogbo Lotanna,27,0.401,37.0%,81.5%,36.4%,50.0%,18.5%,40.0%,50.0%,0.0%,---,---,51.9%,50.0%,
Tulane,Thomas Kevin,12,0.618,66.7%,58.3%,71.4%,80.0%,41.7%,60.0%,0.0%,0.0%,---,---,16.7%,0.0%,
Tulane,Birchfield Josh,9,0.333,33.3%,44.4%,50.0%,0.0%,55.6%,20.0%,0.0%,0.0%,---,---,0.0%,---,
Tulane,Sanders Raanthony,5,0.400,40.0%,40.0%,100.0%,0.0%,20.0%,0.0%,---,40.0%,0.0%,---,0.0%,---,
Tulane,Norelia Marc Eddy,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
Tulane,RAMLJAKAUSTIN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Tulane,Total,1896,0.527,47.5%,37.5%,54.7%,40.6%,28.7%,32.4%,26.1%,33.8%,34.9%,88.4%,46.0%,72.7%,
FIU,Smith Malik,371,0.532,49.3%,12.4%,41.3%,26.3%,16.4%,32.8%,10.0%,71.2%,36.4%,76.0%,29.9%,76.6%,
FIU,Murphy Tymell,342,0.604,59.1%,64.6%,70.1%,31.0%,24.3%,34.9%,20.7%,11.1%,31.6%,50.0%,27.8%,67.4%,
FIU,Frink Jerome,263,0.516,49.2%,54.4%,59.4%,58.8%,26.6%,31.4%,54.5%,19.0%,30.0%,100.0%,42.2%,60.4%,
FIU,Hill Deric,152,0.510,42.8%,48.0%,46.6%,8.8%,16.4%,28.0%,0.0%,35.5%,29.6%,68.8%,59.9%,75.8%,
FIU,PORCHER,137,0.529,48.9%,27.7%,50.0%,63.2%,15.3%,28.6%,50.0%,56.9%,35.9%,85.7%,24.8%,82.4%,
FIU,Bell Cameron,131,0.531,44.3%,48.9%,48.4%,29.0%,25.2%,27.3%,11.1%,26.0%,35.3%,66.7%,57.3%,81.3%,
FIU,Akomolafe Tola,131,0.471,43.9%,32.8%,58.1%,60.0%,26.7%,37.1%,61.5%,40.5%,24.5%,100.0%,29.8%,66.7%,
FIU,Belardo Gaby,103,0.409,38.8%,16.5%,58.8%,10.0%,35.9%,24.3%,0.0%,47.6%,28.6%,64.3%,24.3%,56.0%,
FIU,Ferrales Juan,98,0.509,45.9%,31.6%,45.2%,14.3%,20.4%,20.0%,25.0%,48.0%,38.3%,83.3%,40.8%,72.5%,
FIU,Jurkovic Ivan,41,0.484,43.9%,58.5%,62.5%,73.3%,34.1%,21.4%,33.3%,7.3%,0.0%,---,39.0%,68.8%,
FIU,DE,20,0.536,60.0%,60.0%,75.0%,55.6%,40.0%,37.5%,0.0%,0.0%,---,---,25.0%,0.0%,
FIU,Nunez Manuel,4,0.250,25.0%,25.0%,100.0%,100.0%,25.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,
FIU,CONNERDRE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
FIU,Total,1793,0.527,49.0%,39.8%,58.5%,38.8%,22.8%,30.6%,27.2%,37.5%,33.3%,77.7%,35.8%,70.7%,
BYU,Haws Tyler,571,0.581,52.1%,17.9%,70.6%,72.2%,62.3%,45.2%,58.4%,19.8%,38.1%,93.0%,37.0%,87.7%,
BYU,Davies Brandon,439,0.569,52.7%,33.7%,72.3%,46.7%,63.1%,42.2%,47.9%,3.2%,35.7%,100.0%,58.1%,68.2%,
BYU,Carlino Matt,377,0.505,48.3%,17.5%,68.2%,13.3%,38.2%,36.8%,20.8%,44.3%,33.5%,66.1%,18.8%,71.8%,
