Team,Name,FGA,TS%,eFG%,% shots at rim,FG% at rim,%assisted at rim,% shots 2pt J,FG% 2pt Jumpers,%assisted 2pt J,%of shots 3pt,3FG%,%assisted 3s,FTA/FGA,FT%,
Toledo,ELMOREJON,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Toledo,BOGANCLAUDE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Toledo,MARCINIAKAUSTIN,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
Toledo,Total,1794,0.577,54.9%,43.3%,64.2%,49.7%,20.2%,35.9%,41.5%,36.5%,36.2%,86.9%,39.9%,69.1%,
Indiana,Blackmon Jr. James,336,0.616,58.6%,26.5%,59.6%,34.0%,14.3%,43.8%,19.0%,59.2%,41.2%,72.0%,23.5%,83.5%,
Indiana,Johnson Robert,332,0.577,55.9%,25.3%,70.2%,18.6%,23.2%,37.7%,13.8%,51.5%,38.0%,87.7%,15.4%,78.4%,
Indiana,Bryant Thomas,262,0.613,57.4%,55.3%,63.4%,47.8%,22.5%,40.7%,50.0%,22.1%,39.7%,95.7%,52.3%,73.0%,
Indiana,Newkirk Josh,237,0.538,51.3%,48.5%,49.6%,22.8%,17.3%,43.9%,16.7%,34.2%,38.3%,87.1%,25.7%,70.5%,
Indiana,Morgan Juwan,136,0.615,57.0%,58.8%,73.8%,47.5%,14.0%,26.3%,40.0%,27.2%,24.3%,77.8%,53.7%,75.3%,
Indiana,Anunoby O.G.,122,0.611,61.5%,54.9%,76.1%,45.1%,8.2%,30.0%,33.3%,36.9%,31.1%,100.0%,39.3%,56.2%,
Indiana,Davis De&#x27;Ron,117,0.572,49.6%,80.3%,53.2%,44.0%,19.7%,34.8%,50.0%,0.0%,---,---,74.4%,74.7%,
Indiana,Jones Curtis,101,0.458,42.6%,26.7%,48.1%,38.5%,18.8%,15.8%,33.3%,54.5%,32.7%,72.2%,21.8%,72.7%,
Indiana,Green Devonte,93,0.566,53.8%,28.0%,61.5%,31.2%,19.4%,22.2%,25.0%,52.7%,40.8%,60.0%,33.3%,71.0%,
Indiana,McSwain Jr. Freddie,50,0.583,56.0%,80.0%,67.5%,51.9%,14.0%,14.3%,0.0%,6.0%,0.0%,---,64.0%,62.5%,
Indiana,McRoberts Zach,27,0.429,40.7%,18.5%,60.0%,66.7%,37.0%,20.0%,100.0%,44.4%,33.3%,100.0%,7.4%,100.0%,
Indiana,Gelon Grant,9,0.859,94.4%,44.4%,100.0%,100.0%,0.0%,---,---,55.6%,60.0%,100.0%,88.9%,62.5%,
Indiana,Priller Tim,9,0.802,77.8%,66.7%,100.0%,66.7%,33.3%,33.3%,100.0%,0.0%,---,---,66.7%,83.3%,
Indiana,Taylor Quentin,1,1.000,100.0%,100.0%,100.0%,100.0%,0.0%,---,---,0.0%,---,---,0.0%,---,
Indiana,Total,1832,0.584,55.3%,42.7%,62.7%,39.5%,18.2%,35.6%,29.4%,39.0%,37.6%,81.0%,34.8%,73.2%,
North Carolina St.,Smith Jr. Dennis,395,0.570,52.7%,37.2%,66.0%,20.6%,25.6%,29.7%,3.3%,37.2%,36.7%,48.1%,49.6%,71.4%,
North Carolina St.,Henderson Terry,308,0.597,56.0%,15.3%,68.1%,37.5%,20.1%,40.3%,48.0%,64.6%,38.7%,92.2%,35.7%,77.3%,
North Carolina St.,Abu Abdul-Malik,260,0.570,53.8%,50.8%,68.2%,64.4%,47.7%,40.3%,56.0%,1.5%,0.0%,---,34.6%,72.2%,
North Carolina St.,Rowan Maverick,239,0.556,53.1%,20.5%,67.3%,45.5%,20.5%,38.8%,52.6%,59.0%,35.5%,86.0%,15.1%,86.1%,
North Carolina St.,Dorn Torin,222,0.575,55.2%,40.1%,62.9%,33.9%,31.5%,45.7%,46.9%,28.4%,36.5%,82.6%,35.1%,67.9%,
North Carolina St.,Johnson Markell,122,0.443,42.6%,42.6%,51.9%,25.9%,18.0%,31.8%,0.0%,39.3%,25.0%,75.0%,21.3%,57.7%,
North Carolina St.,Yurtseven Omer,115,0.495,46.5%,42.6%,65.3%,71.9%,54.8%,31.7%,65.0%,2.6%,33.3%,100.0%,26.1%,70.0%,
North Carolina St.,Kapita Ted,72,0.635,59.7%,52.8%,78.9%,46.7%,47.2%,38.2%,23.1%,0.0%,---,---,33.3%,83.3%,
North Carolina St.,Anya Beejay,52,0.518,53.8%,76.9%,57.5%,43.5%,23.1%,41.7%,40.0%,0.0%,---,---,82.7%,44.2%,
North Carolina St.,Kirk Shaun,16,0.680,65.6%,31.2%,100.0%,100.0%,6.2%,100.0%,100.0%,62.5%,30.0%,100.0%,31.2%,80.0%,
North Carolina St.,MALIK-ABUABDUL,14,0.602,57.1%,42.9%,66.7%,50.0%,57.1%,50.0%,25.0%,0.0%,---,---,14.3%,100.0%,
North Carolina St.,DENNIS,13,0.609,57.7%,61.5%,75.0%,33.3%,23.1%,0.0%,---,15.4%,50.0%,100.0%,15.4%,100.0%,
North Carolina St.,Hicks Darius,8,0.249,25.0%,25.0%,100.0%,50.0%,62.5%,0.0%,---,12.5%,0.0%,---,212.5%,23.5%,
North Carolina St.,Corchiani Jr. Chris,6,0.432,33.3%,33.3%,50.0%,100.0%,66.7%,25.0%,100.0%,0.0%,---,---,33.3%,100.0%,
North Carolina St.,Thompson Tucker,5,0.600,60.0%,40.0%,50.0%,0.0%,60.0%,66.7%,100.0%,0.0%,---,---,0.0%,---,
North Carolina St.,Brickhouse Chris,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,0.0%,---,
North Carolina St.,MANNTERANCE,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
North Carolina St.,Total,1848,0.560,53.0%,36.2%,65.6%,43.1%,30.4%,37.3%,42.6%,33.4%,35.8%,78.3%,35.8%,70.0%,
Brown,Spieth Steven,314,0.645,56.7%,37.6%,59.3%,30.0%,23.2%,45.2%,15.2%,39.2%,40.7%,92.0%,58.6%,88.0%,
Brown,Blackmon Tavon,255,0.512,45.7%,38.0%,43.3%,4.8%,23.9%,26.2%,0.0%,38.0%,40.2%,84.6%,39.2%,77.0%,
Brown,Okolie Obi,221,0.519,48.4%,46.6%,56.3%,25.9%,22.6%,32.0%,6.2%,30.8%,32.4%,95.5%,38.9%,67.4%,
Brown,Howard Joshua,193,0.559,53.4%,75.1%,61.4%,69.7%,11.4%,22.7%,40.0%,13.5%,23.1%,100.0%,43.0%,65.1%,
Brown,Anderson Brandon,184,0.524,45.4%,41.3%,53.9%,7.3%,19.6%,38.9%,21.4%,39.1%,26.4%,94.7%,57.1%,74.3%,
Brown,Fuller Travis,154,0.562,52.3%,75.3%,59.5%,56.5%,18.2%,35.7%,50.0%,6.5%,10.0%,100.0%,61.7%,66.3%,
Brown,Hobbie JR,144,0.729,70.1%,0.7%,100.0%,100.0%,1.4%,50.0%,100.0%,97.9%,46.8%,95.5%,20.1%,96.6%,
Brown,Daugherty Corey,100,0.502,47.5%,12.0%,41.7%,20.0%,9.0%,22.2%,0.0%,79.0%,34.2%,88.9%,14.0%,85.7%,
Brown,Triplett Patrick,33,0.271,18.2%,30.3%,40.0%,75.0%,21.2%,28.6%,50.0%,48.5%,0.0%,---,48.5%,62.5%,
Brown,Sullivan Chris,31,0.620,58.1%,12.9%,0.0%,---,0.0%,---,---,87.1%,44.4%,100.0%,19.4%,100.0%,
Brown,Haber Kyle,12,0.553,54.2%,41.7%,80.0%,75.0%,25.0%,33.3%,0.0%,33.3%,25.0%,100.0%,75.0%,55.6%,
Brown,Erebor David,11,0.388,36.4%,54.5%,50.0%,66.7%,45.5%,20.0%,0.0%,0.0%,---,---,36.4%,50.0%,
Brown,Wilkinson Blake,4,0.508,50.0%,75.0%,66.7%,50.0%,25.0%,0.0%,---,0.0%,---,---,100.0%,50.0%,
Brown,Ljuboja Miki,3,0.886,83.3%,0.0%,---,---,33.3%,100.0%,0.0%,66.7%,50.0%,100.0%,66.7%,100.0%,
Brown,Charnov Brandon,2,0.678,50.0%,100.0%,50.0%,100.0%,0.0%,---,---,0.0%,---,---,100.0%,100.0%,
Brown,Total,1661,0.565,51.6%,42.0%,55.7%,39.6%,17.9%,34.2%,17.6%,40.0%,36.7%,92.6%,44.5%,75.9%,
Wright St.,Alstork Mark,437,0.550,47.4%,26.3%,53.9%,17.7%,34.1%,30.9%,28.3%,39.6%,38.2%,74.2%,46.0%,85.6%,
Wright St.,Davis Steven,336,0.608,57.7%,40.2%,67.4%,57.1%,20.2%,36.8%,60.0%,39.6%,39.1%,84.6%,33.0%,76.6%,
Wright St.,Benzinger Grant,292,0.583,54.6%,16.8%,44.9%,63.6%,24.3%,43.7%,38.7%,58.9%,41.3%,93.0%,25.7%,84.0%,
Wright St.,Mitchell Justin,252,0.567,54.4%,66.3%,58.7%,32.7%,27.8%,47.1%,27.3%,6.0%,26.7%,100.0%,50.8%,63.3%,
Wright St.,LA,164,0.589,54.6%,15.9%,50.0%,61.5%,7.9%,23.1%,66.7%,76.2%,39.2%,98.0%,32.3%,83.0%,
Wright St.,Ernsthausen Parker,81,0.680,64.2%,44.4%,75.0%,63.0%,54.3%,56.8%,72.0%,1.2%,0.0%,---,87.7%,73.2%,
Wright St.,Hughes Mark,80,0.451,44.4%,23.8%,68.4%,30.8%,22.5%,16.7%,33.3%,53.8%,30.2%,100.0%,20.0%,50.0%,
Wright St.,Custer Ryan,66,0.447,40.9%,34.8%,43.5%,40.0%,12.1%,25.0%,50.0%,53.0%,28.6%,100.0%,39.4%,61.5%,
Wright St.,Wilburn Tye,21,0.493,45.2%,33.3%,85.7%,0.0%,28.6%,33.3%,0.0%,38.1%,12.5%,100.0%,33.3%,71.4%,
Wright St.,Vest Alan,17,0.423,38.2%,5.9%,100.0%,0.0%,58.8%,10.0%,100.0%,35.3%,50.0%,100.0%,23.5%,75.0%,
Wright St.,Stacey Trey,7,1.006,100.0%,0.0%,---,---,14.3%,100.0%,0.0%,85.7%,66.7%,100.0%,28.6%,100.0%,
Wright St.,Giles Adam,6,0.576,58.3%,50.0%,66.7%,50.0%,33.3%,0.0%,---,16.7%,100.0%,100.0%,33.3%,50.0%,
Wright St.,Total,1759,0.571,52.8%,33.0%,59.4%,41.4%,26.2%,37.4%,41.9%,40.8%,38.2%,88.7%,39.6%,76.4%,
UC Irvine,Martin Jaron,372,0.554,52.7%,21.8%,56.8%,8.7%,31.7%,38.1%,17.8%,46.5%,40.5%,75.7%,16.4%,85.2%,
UC Irvine,Dimakopoulos Ioannis,276,0.582,56.3%,44.2%,64.8%,53.2%,35.9%,45.5%,40.0%,19.9%,38.2%,100.0%,27.9%,68.8%,
UC Irvine,Worku Eyassu,213,0.505,47.2%,34.3%,50.7%,16.2%,36.2%,41.6%,25.0%,29.6%,33.3%,90.5%,31.0%,69.7%,
UC Irvine,Nelson Luke,167,0.618,60.2%,18.0%,66.7%,20.0%,24.6%,39.0%,31.2%,57.5%,44.8%,53.5%,35.3%,67.8%,
UC Irvine,Hazzard Max,147,0.503,48.3%,30.6%,55.6%,20.0%,17.7%,38.5%,20.0%,51.7%,31.6%,91.7%,29.9%,61.4%,
UC Irvine,Rutherford Tommy,132,0.605,58.3%,65.9%,69.0%,65.0%,34.1%,37.8%,52.9%,0.0%,---,---,49.2%,66.2%,
UC Irvine,Galloway Jonathan,107,0.484,41.1%,75.7%,45.7%,67.6%,24.3%,26.9%,28.6%,0.0%,---,---,70.1%,66.7%,
UC Irvine,Leonard Evan,106,0.455,39.6%,18.9%,55.0%,9.1%,20.8%,18.2%,0.0%,60.4%,28.1%,88.9%,27.4%,86.2%,
UC Irvine,Smith Brandon,101,0.435,40.6%,31.7%,31.2%,50.0%,26.7%,37.0%,40.0%,41.6%,33.3%,100.0%,33.7%,58.8%,
UC Irvine,Rivers Spencer,68,0.427,41.2%,14.7%,50.0%,0.0%,25.0%,29.4%,20.0%,60.3%,29.3%,75.0%,17.6%,58.3%,
UC Irvine,Edgar Jr. John,62,0.528,52.4%,27.4%,58.8%,50.0%,24.2%,60.0%,77.8%,48.4%,30.0%,100.0%,11.3%,57.1%,
UC Irvine,Greene Brad,61,0.582,57.4%,67.2%,68.3%,71.4%,32.8%,35.0%,28.6%,0.0%,---,---,44.3%,59.3%,
UC Irvine,Traylor Darrian,19,0.649,65.8%,15.8%,66.7%,100.0%,0.0%,---,---,84.2%,43.8%,85.7%,36.8%,57.1%,
UC Irvine,GORDONZACH,0,0.000,0.0%,---,---,---,---,---,---,---,---,---,---,---,
UC Irvine,Total,1831,0.538,51.1%,35.1%,57.6%,42.7%,29.1%,38.8%,31.9%,35.8%,36.4%,80.3%,30.7%,68.7%,
Furman,Sibley Devin,352,0.648,62.1%,34.7%,68.0%,38.6%,20.2%,40.8%,34.5%,45.2%,44.7%,63.4%,42.9%,74.2%,
Furman,Acox Kris,288,0.611,61.5%,70.5%,72.4%,59.9%,29.5%,35.3%,40.0%,0.0%,---,---,33.0%,55.8%,
Furman,Fowler Daniel,269,0.558,50.9%,33.8%,57.1%,23.1%,24.9%,41.8%,25.0%,41.3%,34.2%,94.7%,38.3%,78.6%,
Furman,Davis III John,223,0.542,52.2%,21.1%,55.3%,23.1%,30.5%,38.2%,15.4%,48.4%,39.8%,86.0%,27.4%,65.6%,
Furman,Lyons Jordan,162,0.559,54.6%,13.6%,72.7%,43.8%,5.6%,22.2%,0.0%,80.9%,35.9%,91.5%,17.3%,67.9%,
Furman,Beans Geoff,151,0.584,55.6%,6.0%,66.7%,33.3%,11.9%,33.3%,16.7%,82.1%,38.7%,100.0%,18.5%,85.7%,
Furman,Brown Andrew,119,0.624,62.6%,16.0%,42.1%,25.0%,9.2%,45.5%,60.0%,74.8%,46.1%,97.6%,9.2%,54.5%,
Furman,Rafferty Matt,77,0.610,58.4%,54.5%,66.7%,57.1%,31.2%,58.3%,50.0%,14.3%,18.2%,100.0%,42.9%,69.7%,
Furman,Williams Jalen,47,0.523,40.4%,63.8%,53.3%,50.0%,36.2%,17.6%,0.0%,0.0%,---,---,80.9%,78.9%,
Furman,Jean Jonathan,40,0.470,46.2%,52.5%,57.1%,50.0%,22.5%,22.2%,0.0%,25.0%,30.0%,66.7%,30.0%,50.0%,
Furman,Clark Tre,34,0.304,26.5%,58.8%,40.0%,50.0%,20.6%,14.3%,0.0%,20.6%,0.0%,---,64.7%,40.9%,
Furman,Hayes T.K.,5,0.000,0.0%,40.0%,0.0%,---,0.0%,---,---,60.0%,0.0%,---,40.0%,0.0%,
Furman,Schuck Brady,4,0.303,25.0%,25.0%,0.0%,---,25.0%,100.0%,100.0%,50.0%,0.0%,---,50.0%,50.0%,
Furman,Total,1771,0.581,55.8%,35.5%,63.9%,45.5%,21.9%,38.0%,30.6%,42.6%,38.8%,86.3%,33.1%,68.9%,
Southeast Mo. St.,Cleveland Antonius,383,0.599,58.0%,37.6%,72.2%,48.1%,43.3%,45.8%,21.1%,19.1%,38.4%,71.4%,41.5%,66.0%,
Southeast Mo. St.,Mahoney Denzel,339,0.593,53.2%,22.1%,60.0%,24.4%,33.3%,44.2%,44.0%,44.5%,37.7%,86.0%,47.8%,81.5%,
Southeast Mo. St.,Kellum Trey,214,0.585,53.3%,43.5%,66.7%,62.9%,56.5%,43.0%,51.9%,0.0%,---,---,61.2%,72.5%,
Southeast Mo. St.,Eaddy Tahj,199,0.514,47.0%,11.6%,39.1%,44.4%,42.2%,31.0%,0.0%,46.2%,42.4%,82.1%,20.1%,92.5%,
Southeast Mo. St.,Calvin Jamaal,180,0.559,53.3%,6.7%,58.3%,28.6%,20.6%,21.6%,25.0%,72.8%,41.2%,87.0%,14.4%,88.5%,
Southeast Mo. St.,Simmons Daniel,177,0.442,41.8%,19.8%,37.1%,38.5%,31.6%,33.9%,21.1%,48.6%,32.6%,92.9%,20.9%,64.9%,
Southeast Mo. St.,Benton Jaylen,162,0.494,45.7%,22.2%,61.1%,27.3%,27.8%,42.2%,26.3%,50.0%,27.2%,86.4%,21.0%,82.4%,
Southeast Mo. St.,Vranes Milos,129,0.607,59.7%,24.0%,71.0%,50.0%,17.1%,59.1%,46.2%,58.9%,36.8%,89.3%,30.2%,64.1%,
Southeast Mo. St.,Dalton Jonathan,60,0.405,37.5%,33.3%,45.0%,11.1%,31.7%,31.6%,16.7%,35.0%,23.8%,100.0%,23.3%,64.3%,
Southeast Mo. St.,Duffus Dondre,27,0.535,48.1%,55.6%,60.0%,44.4%,40.7%,36.4%,0.0%,3.7%,0.0%,---,37.0%,80.0%,
Southeast Mo. St.,Tchiengang William,16,0.714,75.0%,68.8%,90.9%,70.0%,31.2%,40.0%,100.0%,0.0%,---,---,75.0%,58.3%,
Southeast Mo. St.,Sample Eli,8,0.500,50.0%,12.5%,100.0%,100.0%,37.5%,0.0%,---,50.0%,50.0%,100.0%,0.0%,---,
Southeast Mo. St.,Angus III Joel,2,0.500,50.0%,0.0%,---,---,100.0%,50.0%,100.0%,0.0%,---,---,0.0%,---,
Southeast Mo. St.,Total,1896,0.556,51.9%,26.2%,63.1%,45.0%,36.1%,40.4%,31.2%,37.8%,36.7%,85.6%,35.0%,74.2%,
UAB,Lee William,277,0.611,57.0%,30.3%,76.2%,67.2%,30.3%,36.9%,51.6%,39.4%,38.5%,97.6%,40.1%,78.4%,
UAB,Williams Dirk,275,0.529,50.0%,24.0%,63.6%,64.3%,15.6%,30.2%,30.8%,60.4%,33.1%,92.7%,18.2%,82.0%,
UAB,Cokley Chris,268,0.617,58.6%,50.0%,69.4%,60.2%,50.0%,47.8%,67.2%,0.0%,---,---,31.3%,78.6%,
UAB,Lavender Deion,176,0.481,42.9%,47.2%,60.2%,18.0%,30.1%,28.3%,26.7%,22.7%,17.5%,85.7%,39.2%,72.5%,
UAB,Baxter Hakeem,167,0.539,46.7%,40.1%,47.8%,37.5%,25.1%,31.0%,15.4%,34.7%,37.9%,95.5%,66.5%,73.0%,
UAB,Mehinti Tosin,133,0.546,48.9%,54.9%,57.5%,52.4%,45.1%,38.3%,65.2%,0.0%,---,---,45.9%,77.0%,
UAB,Watts Denzell,133,0.636,61.3%,19.5%,50.0%,7.7%,7.5%,40.0%,0.0%,72.9%,44.3%,86.0%,23.3%,80.6%,
UAB,Williams Javien,110,0.467,39.5%,59.1%,52.3%,47.1%,19.1%,23.8%,20.0%,21.8%,12.5%,100.0%,61.8%,67.6%,
UAB,Madison Tyler,77,0.574,55.2%,72.7%,67.9%,52.6%,19.5%,20.0%,66.7%,7.8%,16.7%,100.0%,75.3%,60.3%,
UAB,Darling Nate,47,0.653,66.0%,14.9%,57.1%,0.0%,12.8%,50.0%,33.3%,72.3%,47.1%,93.8%,2.1%,0.0%,
UAB,Smallwood Thomas,23,0.430,43.5%,52.2%,66.7%,62.5%,17.4%,50.0%,50.0%,30.4%,0.0%,---,13.0%,33.3%,
UAB,Norton Nick,1,0.000,0.0%,0.0%,---,---,0.0%,---,---,100.0%,0.0%,---,0.0%,---,
UAB,Total,1687,0.561,52.1%,39.9%,62.4%,50.2%,28.0%,37.3%,50.6%,32.1%,34.9%,92.6%,38.4%,74.0%,
Tulane,Reynolds Cameron,403,0.538,50.9%,17.6%,62.0%,47.7%,37.5%,39.1%,28.8%,44.9%,37.6%,97.1%,22.6%,76.9%,
Tulane,Frazier Melvin,248,0.521,49.0%,40.7%,59.4%,46.7%,19.8%,42.9%,19.0%,39.5%,27.6%,92.6%,44.4%,63.6%,
Tulane,Morgan Malik,243,0.500,44.2%,35.8%,49.4%,18.6%,23.9%,36.2%,28.6%,40.3%,29.6%,72.4%,39.1%,76.8%,
Tulane,Harris Kain,231,0.514,47.4%,21.6%,58.0%,37.9%,28.6%,28.8%,31.6%,49.8%,35.7%,92.7%,24.2%,82.1%,
Tulane,Smith Ryan,197,0.523,48.7%,59.4%,58.1%,50.0%,40.6%,35.0%,50.0%,0.0%,---,---,33.5%,71.2%,
Tulane,ONA,173,0.476,41.3%,40.5%,48.6%,38.2%,30.6%,34.0%,0.0%,28.9%,26.0%,100.0%,39.9%,76.8%,
Tulane,Slater Colin,116,0.433,36.2%,22.4%,38.5%,20.0%,14.7%,29.4%,0.0%,62.9%,24.7%,83.3%,34.5%,82.5%,
Tulane,Paul Blake,68,0.451,42.6%,47.1%,59.4%,73.7%,52.9%,27.8%,50.0%,0.0%,---,---,36.8%,56.0%,
Tulane,Julien Von,37,0.497,52.7%,18.9%,71.4%,40.0%,24.3%,11.1%,0.0%,56.8%,42.9%,88.9%,29.7%,27.3%,
Tulane,Reyes Sammis,33,0.273,27.3%,69.7%,30.4%,42.9%,30.3%,20.0%,0.0%,0.0%,---,---,69.7%,26.1%,
Tulane,Jones Darien,3,0.333,33.3%,66.7%,50.0%,0.0%,0.0%,---,---,33.3%,0.0%,---,0.0%,---,
Tulane,Conroy Riley,2,0.000,0.0%,0.0%,---,---,50.0%,0.0%,---,50.0%,0.0%,---,0.0%,---,
Tulane,Johnson Jackson,1,0.000,0.0%,100.0%,0.0%,---,0.0%,---,---,0.0%,---,---,100.0%,0.0%,
Tulane,Total,1755,0.501,46.2%,33.4%,54.5%,42.5%,30.2%,34.7%,28.3%,36.4%,32.1%,90.7%,33.4%,70.7%,
FIU,McGill Donte,413,0.530,47.2%,36.1%,51.7%,32.5%,44.8%,42.7%,30.4%,19.1%,32.9%,73.1%,27.4%,92.9%,
FIU,Nottage Eric,282,0.567,53.0%,38.7%,60.6%,6.1%,17.0%,33.3%,6.2%,44.3%,36.0%,37.8%,28.4%,80.0%,
FIU,Kessens Michael,269,0.595,57.2%,60.2%,69.8%,49.6%,33.5%,38.9%,48.6%,6.3%,23.5%,100.0%,36.1%,69.1%,
FIU,Stephen Elmo,228,0.580,55.9%,16.7%,57.9%,40.9%,23.7%,48.1%,15.4%,59.6%,39.0%,90.6%,20.2%,76.1%,
FIU,Lockett Eric,138,0.494,47.8%,39.1%,64.8%,28.6%,39.9%,34.5%,0.0%,21.0%,27.6%,100.0%,34.8%,56.2%,
FIU,Williams Kimar,108,0.460,41.2%,52.8%,52.6%,13.3%,26.9%,24.1%,0.0%,20.4%,22.7%,60.0%,41.7%,66.7%,
FIU,Boswell Anthony,94,0.427,39.4%,24.5%,47.8%,27.3%,22.3%,23.8%,40.0%,53.2%,28.0%,92.9%,14.9%,85.7%,
FIU,Douglas Michael,90,0.449,42.8%,7.8%,57.1%,50.0%,21.1%,31.6%,50.0%,71.1%,29.7%,100.0%,11.1%,80.0%,
FIU,Hussein Hassan,58,0.591,61.2%,48.3%,82.1%,60.9%,43.1%,44.0%,63.6%,8.6%,20.0%,100.0%,25.9%,40.0%,
FIU,Whitaker Ronald,34,0.381,30.9%,44.1%,40.0%,50.0%,23.5%,37.5%,66.7%,32.4%,9.1%,0.0%,41.2%,71.4%,
